genotype,pop,replicate,timepoint,date,tray,initial_temp,fly,survived
mX,2,9,2,27.02.2024,D,4.9000000000000004,3,0
mX,2,9,2,27.02.2024,D,4.9000000000000004,4,0
mX,2,9,2,27.02.2024,D,4.9000000000000004,5,0
mX,2,10,2,27.02.2024,D,4.9000000000000004,1,0
mX,2,10,2,27.02.2024,D,4.9000000000000004,2,0
mX,2,10,2,27.02.2024,D,4.9000000000000004,3,0
mX,2,11,2,27.02.2024,D,4.9000000000000004,1,0
mX,2,11,2,27.02.2024,D,4.9000000000000004,2,0
mX,2,12,2,27.02.2024,D,4.9000000000000004,1,0
mX,2,12,2,27.02.2024,D,4.9000000000000004,2,0
mX,2,12,2,27.02.2024,D,4.9000000000000004,3,0
mX,2,13,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,13,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,14,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,14,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,14,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,14,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,14,2,27.02.2024,B,4.9000000000000004,5,0
mX,2,15,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,15,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,15,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,15,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,16,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,16,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,16,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,16,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,17,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,17,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,17,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,17,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,17,2,27.02.2024,B,4.9000000000000004,5,0
mX,2,18,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,19,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,19,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,20,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,20,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,21,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,21,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,21,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,22,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,22,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,22,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,22,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,23,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,23,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,23,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,23,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,23,2,27.02.2024,B,4.9000000000000004,5,0
mX,2,24,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,24,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,24,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,24,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,24,2,27.02.2024,B,4.9000000000000004,5,0
mX,2,25,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,25,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,25,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,25,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,26,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,26,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,26,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,26,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,26,2,27.02.2024,B,4.9000000000000004,5,0
mX,2,26,2,27.02.2024,B,4.9000000000000004,6,0
mX,2,26,2,27.02.2024,B,4.9000000000000004,7,0
mX,2,27,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,27,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,27,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,27,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,28,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,28,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,28,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,29,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,29,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,29,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,29,2,27.02.2024,B,4.9000000000000004,4,0
mX,2,29,2,27.02.2024,B,4.9000000000000004,5,0
mX,2,29,2,27.02.2024,B,4.9000000000000004,6,0
mX,2,30,2,27.02.2024,B,4.9000000000000004,1,0
mX,2,30,2,27.02.2024,B,4.9000000000000004,2,0
mX,2,30,2,27.02.2024,B,4.9000000000000004,3,0
mX,2,30,2,27.02.2024,B,4.9000000000000004,4,0
mX,3,1,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,1,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,1,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,2,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,2,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,2,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,2,2,27.02.2024,B,4.9000000000000004,4,0
mX,3,2,2,27.02.2024,B,4.9000000000000004,5,0
mX,3,3,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,3,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,3,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,3,2,27.02.2024,B,4.9000000000000004,4,0
mX,3,3,2,27.02.2024,B,4.9000000000000004,5,0
mX,3,3,2,27.02.2024,B,4.9000000000000004,6,0
mX,3,4,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,4,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,4,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,4,2,27.02.2024,B,4.9000000000000004,4,0
mX,3,5,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,5,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,5,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,5,2,27.02.2024,B,4.9000000000000004,4,0
mX,3,6,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,6,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,6,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,7,2,27.02.2024,A,4.9000000000000004,1,0
mX,3,7,2,27.02.2024,A,4.9000000000000004,2,0
mX,3,7,2,27.02.2024,A,4.9000000000000004,3,0
mX,3,8,2,27.02.2024,A,4.9000000000000004,1,0
mX,3,8,2,27.02.2024,A,4.9000000000000004,2,0
mX,3,8,2,27.02.2024,A,4.9000000000000004,3,0
mX,3,8,2,27.02.2024,A,4.9000000000000004,4,0
mX,3,8,2,27.02.2024,A,4.9000000000000004,5,0
mX,3,9,2,27.02.2024,A,4.9000000000000004,1,0
mX,3,9,2,27.02.2024,A,4.9000000000000004,2,0
mX,3,9,2,27.02.2024,A,4.9000000000000004,3,0
mX,3,9,2,27.02.2024,A,4.9000000000000004,4,0
mX,3,9,2,27.02.2024,A,4.9000000000000004,5,0
mX,3,9,2,27.02.2024,A,4.9000000000000004,6,0
mX,3,10,2,27.02.2024,A,4.9000000000000004,1,0
mX,3,10,2,27.02.2024,A,4.9000000000000004,2,0
mX,3,10,2,27.02.2024,A,4.9000000000000004,3,0
mX,3,11,2,27.02.2024,A,4.9000000000000004,1,0
mX,3,11,2,27.02.2024,A,4.9000000000000004,2,0
mX,3,11,2,27.02.2024,A,4.9000000000000004,3,0
mX,3,11,2,27.02.2024,A,4.9000000000000004,4,0
mX,3,12,2,27.02.2024,A,4.9000000000000004,1,0
mX,3,12,2,27.02.2024,A,4.9000000000000004,2,0
mX,3,12,2,27.02.2024,A,4.9000000000000004,3,0
mX,3,12,2,27.02.2024,A,4.9000000000000004,4,0
mX,3,12,2,27.02.2024,A,4.9000000000000004,5,0
mX,3,13,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,13,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,13,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,13,2,27.02.2024,D,4.9000000000000004,4,0
mX,3,13,2,27.02.2024,D,4.9000000000000004,5,0
mX,3,13,2,27.02.2024,D,4.9000000000000004,6,0
mX,3,14,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,14,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,14,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,14,2,27.02.2024,D,4.9000000000000004,4,0
mX,3,14,2,27.02.2024,D,4.9000000000000004,5,0
mX,3,15,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,15,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,15,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,16,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,16,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,16,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,16,2,27.02.2024,D,4.9000000000000004,4,0
mX,3,16,2,27.02.2024,D,4.9000000000000004,5,0
mX,3,16,2,27.02.2024,D,4.9000000000000004,6,0
mX,3,17,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,17,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,17,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,17,2,27.02.2024,D,4.9000000000000004,4,0
mX,3,18,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,18,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,19,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,19,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,20,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,20,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,20,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,20,2,27.02.2024,B,4.9000000000000004,4,0
mX,3,21,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,21,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,22,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,22,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,22,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,22,2,27.02.2024,B,4.9000000000000004,4,0
mX,3,23,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,23,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,23,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,24,2,27.02.2024,B,4.9000000000000004,1,0
mX,3,24,2,27.02.2024,B,4.9000000000000004,2,0
mX,3,24,2,27.02.2024,B,4.9000000000000004,3,0
mX,3,24,2,27.02.2024,B,4.9000000000000004,4,0
mX,3,24,2,27.02.2024,B,4.9000000000000004,5,0
mX,3,24,2,27.02.2024,B,4.9000000000000004,6,0
mX,3,25,2,27.02.2024,D,d,1,0
mX,3,25,2,27.02.2024,D,d,2,0
mX,3,26,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,27,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,27,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,27,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,28,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,28,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,28,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,28,2,27.02.2024,D,4.9000000000000004,4,0
mX,3,29,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,29,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,29,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,29,2,27.02.2024,D,4.9000000000000004,4,0
mX,3,29,2,27.02.2024,D,4.9000000000000004,5,0
mX,3,30,2,27.02.2024,D,4.9000000000000004,1,0
mX,3,30,2,27.02.2024,D,4.9000000000000004,2,0
mX,3,30,2,27.02.2024,D,4.9000000000000004,3,0
mX,3,30,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,1,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,1,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,1,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,1,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,2,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,2,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,2,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,3,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,3,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,4,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,4,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,4,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,5,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,5,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,5,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,6,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,7,2,27.02.2024,B,4.9000000000000004,1,0
mX,4,7,2,27.02.2024,B,4.9000000000000004,2,0
mX,4,7,2,27.02.2024,B,4.9000000000000004,3,0
mX,4,7,2,27.02.2024,B,4.9000000000000004,4,0
mX,4,8,2,27.02.2024,B,4.9000000000000004,1,0
mX,4,8,2,27.02.2024,B,4.9000000000000004,2,0
mX,4,8,2,27.02.2024,B,4.9000000000000004,3,0
mX,4,10,2,27.02.2024,B,4.9000000000000004,1,0
mX,4,10,2,27.02.2024,B,4.9000000000000004,2,0
mX,4,12,2,27.02.2024,B,4.9000000000000004,1,0
mX,4,12,2,27.02.2024,B,4.9000000000000004,2,0
mX,4,12,2,27.02.2024,B,4.9000000000000004,3,0
mX,4,12,2,27.02.2024,B,4.9000000000000004,4,0
mX,4,13,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,13,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,13,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,13,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,13,2,27.02.2024,D,4.9000000000000004,5,0
mX,4,14,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,14,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,14,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,14,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,15,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,15,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,15,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,15,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,15,2,27.02.2024,D,4.9000000000000004,5,0
mX,4,15,2,27.02.2024,D,4.9000000000000004,6,0
mX,4,16,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,17,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,18,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,18,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,18,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,18,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,19,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,19,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,19,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,20,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,20,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,21,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,21,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,21,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,22,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,22,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,22,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,22,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,23,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,23,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,23,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,23,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,24,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,24,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,24,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,24,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,24,2,27.02.2024,D,4.9000000000000004,5,0
mX,4,25,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,26,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,26,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,26,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,26,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,27,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,27,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,27,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,28,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,28,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,28,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,28,2,27.02.2024,D,4.9000000000000004,4,0
mX,4,28,2,27.02.2024,D,4.9000000000000004,5,0
mX,4,29,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,29,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,29,2,27.02.2024,D,4.9000000000000004,3,0
mX,4,30,2,27.02.2024,D,4.9000000000000004,1,0
mX,4,30,2,27.02.2024,D,4.9000000000000004,2,0
mX,4,30,2,27.02.2024,D,4.9000000000000004,3,0
mX,5,1,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,1,2,27.02.2024,D,4.9000000000000004,2,0
mX,5,1,2,27.02.2024,D,4.9000000000000004,3,0
mX,5,1,2,27.02.2024,D,4.9000000000000004,4,0
mX,5,2,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,2,2,27.02.2024,D,4.9000000000000004,2,0
mX,5,2,2,27.02.2024,D,4.9000000000000004,3,0
mX,5,2,2,27.02.2024,D,4.9000000000000004,4,0
mX,5,2,2,27.02.2024,D,4.9000000000000004,5,0
mX,5,3,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,4,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,4,2,27.02.2024,D,4.9000000000000004,2,0
mX,5,4,2,27.02.2024,D,4.9000000000000004,3,0
mX,5,4,2,27.02.2024,D,4.9000000000000004,4,0
mX,5,5,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,5,2,27.02.2024,D,4.9000000000000004,2,0
mX,5,5,2,27.02.2024,D,4.9000000000000004,3,0
mX,5,5,2,27.02.2024,D,4.9000000000000004,4,0
mX,5,6,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,6,2,27.02.2024,D,4.9000000000000004,2,0
mX,5,7,2,27.02.2024,C,4.9000000000000004,1,0
mX,5,8,2,27.02.2024,C,4.9000000000000004,1,0
mX,5,9,2,27.02.2024,C,4.9000000000000004,1,0
mX,5,9,2,27.02.2024,C,4.9000000000000004,2,0
mX,5,10,2,27.02.2024,C,4.9000000000000004,1,0
mX,5,10,2,27.02.2024,C,4.9000000000000004,2,0
mX,5,10,2,27.02.2024,C,4.9000000000000004,3,0
mX,5,10,2,27.02.2024,C,4.9000000000000004,4,0
mX,5,10,2,27.02.2024,C,4.9000000000000004,5,0
mX,5,11,2,27.02.2024,C,4.9000000000000004,1,0
mX,5,12,2,27.02.2024,C,4.9000000000000004,1,0
mX,5,12,2,27.02.2024,C,4.9000000000000004,2,0
mX,5,12,2,27.02.2024,C,4.9000000000000004,3,0
mX,5,13,2,27.02.2024,B,4.9000000000000004,1,0
mX,5,13,2,27.02.2024,B,4.9000000000000004,2,0
mX,5,13,2,27.02.2024,B,4.9000000000000004,3,0
mX,5,13,2,27.02.2024,B,4.9000000000000004,4,0
mX,5,13,2,27.02.2024,B,4.9000000000000004,5,0
mX,5,14,2,27.02.2024,B,4.9000000000000004,1,0
mX,5,14,2,27.02.2024,B,4.9000000000000004,2,0
mX,5,15,2,27.02.2024,B,4.9000000000000004,1,0
mX,5,15,2,27.02.2024,B,4.9000000000000004,2,0
mX,5,15,2,27.02.2024,B,4.9000000000000004,3,0
mX,5,16,2,27.02.2024,B,4.9000000000000004,1,0
mX,5,16,2,27.02.2024,B,4.9000000000000004,2,0
mX,5,16,2,27.02.2024,B,4.9000000000000004,3,0
mX,5,16,2,27.02.2024,B,4.9000000000000004,4,0
mX,5,17,2,27.02.2024,B,4.9000000000000004,1,0
mX,5,18,2,27.02.2024,B,4.9000000000000004,1,0
mX,5,18,2,27.02.2024,B,4.9000000000000004,2,0
mX,5,18,2,27.02.2024,B,4.9000000000000004,3,0
mX,5,19,2,27.02.2024,A,4.9000000000000004,1,0
mX,5,19,2,27.02.2024,A,4.9000000000000004,2,0
mX,5,19,2,27.02.2024,A,4.9000000000000004,3,0
mX,5,20,2,27.02.2024,A,4.9000000000000004,1,0
mX,5,20,2,27.02.2024,A,4.9000000000000004,2,0
mX,5,20,2,27.02.2024,A,4.9000000000000004,3,0
mX,5,20,2,27.02.2024,A,4.9000000000000004,4,0
mX,5,20,2,27.02.2024,A,4.9000000000000004,5,0
mX,5,20,2,27.02.2024,A,4.9000000000000004,6,0
mX,5,20,2,27.02.2024,A,4.9000000000000004,7,0
mX,5,21,2,27.02.2024,A,4.9000000000000004,1,0
mX,5,21,2,27.02.2024,A,4.9000000000000004,2,0
mX,5,21,2,27.02.2024,A,4.9000000000000004,3,0
mX,5,22,2,27.02.2024,A,4.9000000000000004,1,0
mX,5,22,2,27.02.2024,A,4.9000000000000004,2,0
mX,5,22,2,27.02.2024,A,4.9000000000000004,3,0
mX,5,22,2,27.02.2024,A,4.9000000000000004,4,0
mX,5,22,2,27.02.2024,A,4.9000000000000004,5,0
mX,5,23,2,27.02.2024,A,4.9000000000000004,1,0
mX,5,24,2,27.02.2024,A,4.9000000000000004,1,0
mX,5,24,2,27.02.2024,A,4.9000000000000004,2,0
mX,5,24,2,27.02.2024,A,4.9000000000000004,3,0
mX,5,24,2,27.02.2024,A,4.9000000000000004,4,0
mX,5,24,2,27.02.2024,A,4.9000000000000004,5,0
mX,5,25,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,25,2,27.02.2024,D,4.9000000000000004,2,0
mX,5,25,2,27.02.2024,D,4.9000000000000004,3,0
mX,5,25,2,27.02.2024,D,4.9000000000000004,4,0
mX,5,25,2,27.02.2024,D,4.9000000000000004,5,0
mX,5,26,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,26,2,27.02.2024,D,4.9000000000000004,2,0
mX,5,27,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,27,2,27.02.2024,D,4.9000000000000004,2,0
mX,5,28,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,29,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,30,2,27.02.2024,D,4.9000000000000004,1,0
mX,5,30,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,1,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,1,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,1,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,2,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,2,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,2,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,3,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,3,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,4,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,4,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,4,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,4,2,27.02.2024,D,4.9000000000000004,4,0
tX,6,6,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,6,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,6,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,7,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,7,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,7,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,7,2,27.02.2024,D,4.9000000000000004,4,0
tX,6,8,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,8,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,8,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,9,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,9,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,9,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,9,2,27.02.2024,D,4.9000000000000004,4,0
tX,6,10,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,10,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,10,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,10,2,27.02.2024,D,4.9000000000000004,4,0
tX,6,11,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,11,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,11,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,11,2,27.02.2024,D,4.9000000000000004,4,0
tX,6,12,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,12,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,12,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,13,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,13,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,13,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,14,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,15,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,15,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,15,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,15,2,27.02.2024,D,4.9000000000000004,4,0
tX,6,15,2,27.02.2024,D,4.9000000000000004,5,0
tX,6,16,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,16,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,16,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,17,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,17,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,17,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,17,2,27.02.2024,D,4.9000000000000004,4,0
tX,6,17,2,27.02.2024,D,4.9000000000000004,5,0
tX,6,18,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,18,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,18,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,19,2,27.02.2024,B,4.9000000000000004,1,0
tX,6,20,2,27.02.2024,B,4.9000000000000004,1,0
tX,6,20,2,27.02.2024,B,4.9000000000000004,2,0
tX,6,20,2,27.02.2024,B,4.9000000000000004,3,0
tX,6,21,2,27.02.2024,B,4.9000000000000004,1,0
tX,6,22,2,27.02.2024,B,4.9000000000000004,1,0
tX,6,22,2,27.02.2024,B,4.9000000000000004,2,0
tX,6,23,2,27.02.2024,B,4.9000000000000004,1,0
tX,6,23,2,27.02.2024,B,4.9000000000000004,2,0
tX,6,23,2,27.02.2024,B,4.9000000000000004,3,0
tX,6,24,2,27.02.2024,B,4.9000000000000004,1,0
tX,6,24,2,27.02.2024,B,4.9000000000000004,2,0
tX,6,24,2,27.02.2024,B,4.9000000000000004,3,0
tX,6,24,2,27.02.2024,B,4.9000000000000004,4,0
tX,6,25,2,27.02.2024,D,4.9000000000000004,1,0
tX,6,25,2,27.02.2024,D,4.9000000000000004,2,0
tX,6,25,2,27.02.2024,D,4.9000000000000004,3,0
tX,6,26,2,27.02.2024,D,4.9000000000000004,1,0
